time_stamp,altitude,temperature,pressure
near_x, linear_y, linear_z, gravity_x, gravity_y, gravity_z, quat_w, quat_x, quat_y, quat_z, gyro_x, gyro_y, gyro_z
191,-51.00,20.29,101938.89
61,-50.97,20.31,101938.64
187,-50.92,20.33,101938.22
57,-50.91,20.35,101938.68
190,-51.02,20.37,101940.70
61,-51.12,20.39,101940.29
187,-51.10,20.41,101939.84
58,-51.04,20.43,101938.84
183,-51.00,20.45,101939.40
53,-51.02,20.47,101938.87
180,-50.98,20.49,101939.34
51,-50.99,20.51,101938.59
177,-51.01,20.53,101939.02
47,-50.94,20.55,101938.98
172,-50.99,20.57,101939.52
42,-51.05,20.59,101939.83
169,-51.03,20.61,101938.73
40,-51.02,20.63,101939.29
165,-51.05,20.65,101938.97
37,-51.01,20.67,101939.12
162,-51.05,20.68,101939.01
32,-50.93,20.70,101938.42
159,-50.93,20.72,101938.72
30,-51.00,20.74,101939.47
155,-51.05,20.76,101939.34
25,-51.00,20.77,101939.59
151,-51.07,20.79,101939.66
21,-51.07,20.81,101939.64
