# Simulation 5 (Up to date)
# 960 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s):  "Drogue Parachute"
#   Recovery device deployment at high speed (30.4 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (m),CG location (m),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (m),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
133.563,201.258,201.258,-30.47,30.47,0.045,0.045,1000.781,0.966,1000.782,89.945,0.012,3.63e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,175.284,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.692,989.646,0.001,339.596,0.09,5.667e6,0.157,192.898,0.5,0.613,0.004
134.063,186.029,186.029,-30.448,30.448,0.045,0.045,1000.787,0.966,1000.788,89.945,0.012,3.615e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,175.282,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.791,991.432,0.001,339.656,0.09,5.67e6,0.157,192.898,0.5,0.614,0.004
134.563,170.81,170.81,-30.425,30.425,0.044,0.044,1000.793,0.966,1000.794,89.945,0.012,3.6e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,175.28,16.286,0,16.286,0,16.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.89,993.217,0.001,339.716,0.09,5.672e6,0.157,192.898,0.001,0.614,0.004
# Event SIM_WARN occurred at t=134.564 seconds: Recovery device deployment at high speed (30.4 m/s):  "Main Parachute"
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=134.564 seconds
134.564,170.78,170.78,-30.425,30.425,321.704,321.704,1000.793,0.966,1000.794,89.945,0.012,0.129,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,5907.262,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.89,993.22,0.001,339.716,0.09,5.672e6,0.157,192.898,0.003,0.615,0.004
134.567,170.687,170.687,-29.425,29.425,300.274,300.274,1000.793,0.966,1000.794,89.945,0.012,0.12,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,5525.381,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.891,993.231,0.001,339.717,0.087,5.486e6,0.157,192.898,0.003,0.615,0.004
134.571,170.591,170.591,-28.425,28.425,279.56,279.56,1000.793,0.966,1000.794,89.945,0.011,0.112,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,5156.257,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.891,993.243,0.001,339.717,0.084,5.3e6,0.157,192.898,0.004,0.615,0.004
134.574,170.491,170.491,-27.425,27.425,259.562,259.562,1000.794,0.966,1000.794,89.945,0.011,0.104,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,4799.892,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.892,993.254,0.001,339.717,0.081,5.113e6,0.157,192.898,0.004,0.615,0.004
134.578,170.387,170.387,-26.425,26.425,240.28,240.28,1000.794,0.966,1000.794,89.945,0.011,0.097,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,4456.284,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.892,993.266,0.001,339.718,0.078,4.927e6,0.157,192.898,0.004,0.615,0.003
134.582,170.279,170.279,-25.425,25.425,221.714,221.714,1000.794,0.966,1000.794,89.945,0.01,0.089,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,4125.435,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.893,993.279,0.001,339.718,0.075,4.74e6,0.157,192.898,0.005,0.615,0.003
134.587,170.167,170.167,-24.425,24.425,203.864,203.864,1000.794,0.966,1000.794,89.945,0.01,0.082,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,3807.344,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.894,993.292,0.001,339.719,0.072,4.554e6,0.157,192.898,0.005,0.616,0.003
134.592,170.049,170.049,-23.425,23.425,186.729,186.729,1000.794,0.966,1000.794,89.945,0.009,0.075,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,3502.012,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.895,993.306,0.001,339.719,0.069,4.368e6,0.157,192.898,0.005,0.616,0.003
134.597,169.927,169.927,-22.425,22.425,170.311,170.311,1000.794,0.966,1000.794,89.945,0.009,0.069,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,3209.438,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.895,993.32,0.001,339.72,0.066,4.181e6,0.157,192.898,0.006,0.616,0.003
134.603,169.798,169.798,-21.425,21.425,154.609,154.609,1000.794,0.966,1000.794,89.945,0.009,0.063,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,2929.623,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.896,993.336,0.001,339.72,0.063,3.995e6,0.157,192.898,0.006,0.616,0.003
134.61,169.663,169.663,-20.425,20.425,139.623,139.623,1000.794,0.966,1000.794,89.945,0.008,0.057,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,2662.566,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.897,993.351,0.001,339.721,0.06,3.808e6,0.157,192.898,0.007,0.616,0.003
134.617,169.52,169.52,-19.425,19.425,125.352,125.352,1000.794,0.966,1000.794,89.945,0.008,0.051,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,2408.269,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.898,993.368,0.001,339.721,0.057,3.622e6,0.157,192.898,0.008,0.616,0.002
134.625,169.369,169.369,-18.425,18.425,111.798,111.798,1000.794,0.966,1000.794,89.945,0.007,0.046,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,2166.732,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.899,993.386,0.001,339.722,0.054,3.436e6,0.157,192.898,0.009,0.616,0.002
134.634,169.209,169.209,-17.425,17.425,98.96,98.96,1000.794,0.966,1000.794,89.945,0.007,0.041,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,1937.953,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.9,993.405,0.001,339.722,0.051,3.249e6,0.157,192.898,0.01,0.617,0.002
134.644,169.037,169.037,-16.425,16.425,86.838,86.838,1000.794,0.966,1000.795,89.945,0.006,0.036,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,1721.934,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.901,993.425,0.001,339.723,0.048,3.063e6,0.157,192.898,0.012,0.617,0.002
134.655,168.854,168.854,-15.425,15.425,75.431,75.431,1000.794,0.966,1000.795,89.945,0.006,0.032,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,1518.676,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.902,993.446,0.001,339.724,0.045,2.876e6,0.157,192.898,0.013,0.617,0.002
134.668,168.656,168.656,-14.425,14.425,64.741,64.741,1000.794,0.966,1000.795,89.945,0.006,0.027,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,1328.177,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.904,993.469,0.001,339.725,0.042,2.69e6,0.157,192.898,0.015,0.617,0.002
134.684,168.441,168.441,-13.425,13.425,54.767,54.767,1000.794,0.966,1000.795,89.945,0.005,0.023,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,1150.438,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.905,993.495,0.001,339.725,0.04,2.503e6,0.157,192.898,0.018,0.617,0.002
134.702,168.205,168.205,-12.425,12.425,45.509,45.509,1000.794,0.966,1000.795,89.945,0.005,0.02,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,985.46,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.907,993.522,0.001,339.726,0.037,2.317e6,0.157,192.898,0.022,0.617,0.002
134.724,167.943,167.943,-11.425,11.425,36.967,36.967,1000.795,0.966,1000.795,89.945,0.004,0.016,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,833.243,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.908,993.553,0.001,339.727,0.034,2.131e6,0.157,192.898,0.027,0.618,0.001
134.751,167.648,167.648,-10.425,10.425,29.141,29.141,1000.795,0.966,1000.795,89.945,0.004,0.013,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,693.787,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.91,993.588,0.001,339.729,0.031,1.944e6,0.157,192.898,0.034,0.618,0.001
134.786,167.307,167.307,-9.425,9.425,22.032,22.032,1000.795,0.966,1000.795,89.945,0.003,0.011,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,567.093,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.913,993.628,0.001,339.73,0.028,1.758e6,0.157,192.898,0.045,0.618,0.001
134.831,166.902,166.902,-8.425,8.425,15.638,15.638,1000.795,0.966,1000.795,89.945,0.003,0.008,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,453.16,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.915,993.675,0.001,339.731,0.025,1.571e6,0.157,192.898,0.064,0.618,0.001
134.895,166.395,166.395,-7.425,7.425,9.961,9.961,1000.795,0.966,1000.796,89.945,0.002,0.006,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,351.99,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.918,993.735,0.001,339.733,0.022,1.385e6,0.157,192.898,0.1,0.618,9.507e-4
134.995,165.7,165.7,-6.425,6.425,5,5,1000.795,0.966,1000.796,89.945,0.002,0.004,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,263.584,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.923,993.816,0.001,339.736,0.019,1.198e6,0.157,192.898,0.2,0.618,8.227e-4
135.195,164.515,164.515,-5.425,5.425,0.755,0.755,1000.796,0.966,1000.796,89.945,0.001,0.002,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,187.945,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.931,993.955,0.001,339.741,0.016,1.012e6,0.157,192.898,0.257,0.618,6.946e-4
135.452,163.144,163.144,-5.231,5.231,0.015,0.015,1000.796,0.966,1000.796,89.945,7.781e-4,7.889e-4,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.752,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.94,994.116,0.001,339.746,0.015,9.758e5,0.157,192.898,0.267,0.619,6.698e-4
135.719,161.75,161.75,-5.227,5.227,0.001,0.001,1000.796,0.966,1000.797,89.945,5.677e-4,3.943e-4,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.511,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.949,994.279,0.001,339.752,0.015,9.752e5,0.157,192.898,0.267,0.619,6.693e-4
135.986,160.355,160.355,-5.227,5.227,0.001,0.001,1000.796,0.966,1000.797,89.945,4.625e-4,1.972e-4,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.511,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.958,994.443,0.001,339.757,0.015,9.753e5,0.157,192.898,0.267,0.619,6.692e-4
136.253,158.96,158.96,-5.226,5.226,0.001,0.001,1000.796,0.966,1000.797,89.945,4.098e-4,9.872e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.511,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.967,994.607,0.001,339.763,0.015,9.753e5,0.157,192.898,0.267,0.619,6.692e-4
136.52,157.565,157.565,-5.226,5.226,0.001,0.001,1000.796,0.966,1000.797,89.945,3.835e-4,4.945e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.511,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.976,994.77,0.001,339.768,0.015,9.753e5,0.157,192.898,0.267,0.619,6.691e-4
136.787,156.171,156.171,-5.226,5.226,0.001,0.001,1000.797,0.966,1000.797,89.945,3.703e-4,2.482e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.511,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.985,994.934,0.001,339.774,0.015,9.754e5,0.157,192.898,0.267,0.619,6.691e-4
137.053,154.776,154.776,-5.225,5.225,0.001,0.001,1000.797,0.966,1000.797,89.945,3.637e-4,1.25e-5,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.511,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,13.994,995.097,0.001,339.779,0.015,9.754e5,0.157,192.898,0.267,0.619,6.69e-4
137.32,153.382,153.382,-5.225,5.225,0.001,0.001,1000.797,0.966,1000.797,89.945,3.603e-4,6.338e-6,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.003,995.261,0.001,339.785,0.015,9.755e5,0.157,192.898,0.267,0.62,6.69e-4
137.587,151.988,151.988,-5.225,5.225,0.001,0.001,1000.797,0.966,1000.797,89.945,3.586e-4,3.258e-6,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.012,995.424,0.001,339.79,0.015,9.755e5,0.157,192.898,0.267,0.62,6.69e-4
137.854,150.595,150.595,-5.224,5.224,0.001,0.001,1000.797,0.966,1000.797,89.945,3.578e-4,1.718e-6,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.021,995.588,0.001,339.796,0.015,9.755e5,0.157,192.898,0.267,0.62,6.689e-4
138.12,149.201,149.201,-5.224,5.224,0.001,0.001,1000.797,0.966,1000.797,89.945,3.573e-4,9.477e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.03,995.751,0.001,339.801,0.015,9.756e5,0.157,192.898,0.267,0.62,6.689e-4
138.387,147.808,147.808,-5.224,5.224,0.001,0.001,1000.797,0.966,1000.798,89.945,3.571e-4,5.625e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.039,995.915,0.001,339.807,0.015,9.756e5,0.157,192.898,0.267,0.62,6.688e-4
138.654,146.415,146.415,-5.223,5.223,0.001,0.001,1000.797,0.966,1000.798,89.945,3.569e-4,3.699e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.048,996.078,0.001,339.812,0.015,9.757e5,0.157,192.898,0.267,0.62,6.688e-4
138.921,145.022,145.022,-5.223,5.223,0.001,0.001,1000.797,0.966,1000.798,89.945,3.568e-4,2.736e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.057,996.241,0.001,339.818,0.015,9.757e5,0.157,192.898,0.267,0.62,6.687e-4
139.187,143.629,143.629,-5.223,5.223,0.001,0.001,1000.797,0.966,1000.798,89.945,3.567e-4,2.254e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.066,996.405,0.001,339.823,0.015,9.757e5,0.157,192.898,0.267,0.621,6.687e-4
139.454,142.236,142.236,-5.222,5.222,0.001,0.001,1000.797,0.966,1000.798,89.945,3.567e-4,2.012e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.075,996.568,0.001,339.829,0.015,9.758e5,0.157,192.898,0.267,0.621,6.686e-4
139.721,140.844,140.844,-5.222,5.222,0.001,0.001,1000.798,0.966,1000.798,89.945,3.566e-4,1.891e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.085,996.731,0.001,339.834,0.015,9.758e5,0.157,192.898,0.267,0.621,6.686e-4
139.987,139.452,139.452,-5.222,5.222,0.001,0.001,1000.798,0.966,1000.798,89.945,3.566e-4,1.83e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.094,996.895,0.001,339.84,0.015,9.759e5,0.157,192.898,0.267,0.621,6.686e-4
140.254,138.06,138.06,-5.221,5.221,0.001,0.001,1000.798,0.966,1000.798,89.945,3.565e-4,1.799e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.103,997.058,0.001,339.845,0.015,9.759e5,0.157,192.898,0.267,0.621,6.685e-4
140.52,136.668,136.668,-5.221,5.221,0.001,0.001,1000.798,0.966,1000.798,89.945,3.565e-4,1.784e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.112,997.221,0.001,339.851,0.015,9.759e5,0.157,192.898,0.267,0.621,6.685e-4
140.787,135.276,135.276,-5.221,5.221,0.001,0.001,1000.798,0.966,1000.798,89.945,3.564e-4,1.775e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.512,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.121,997.384,0.001,339.856,0.015,9.76e5,0.157,192.898,0.267,0.622,6.684e-4
141.053,133.885,133.885,-5.22,5.22,0.001,0.001,1000.798,0.966,1000.799,89.945,3.564e-4,1.771e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.13,997.548,0.001,339.862,0.015,9.76e5,0.157,192.898,0.267,0.622,6.684e-4
141.32,132.493,132.493,-5.22,5.22,0.001,0.001,1000.798,0.966,1000.799,89.945,3.563e-4,1.768e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.139,997.711,0.001,339.867,0.015,9.761e5,0.157,192.898,0.267,0.622,6.683e-4
141.587,131.102,131.102,-5.22,5.22,0.001,0.001,1000.798,0.966,1000.799,89.945,3.563e-4,1.767e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.148,997.874,0.001,339.872,0.015,9.761e5,0.157,192.898,0.266,0.622,6.683e-4
141.853,129.711,129.711,-5.219,5.219,0.001,0.001,1000.798,0.966,1000.799,89.945,3.562e-4,1.766e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.157,998.037,0.001,339.878,0.015,9.761e5,0.157,192.898,0.266,0.622,6.682e-4
142.119,128.32,128.32,-5.219,5.219,0.001,0.001,1000.798,0.966,1000.799,89.945,3.562e-4,1.765e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.166,998.2,0.001,339.883,0.015,9.762e5,0.157,192.898,0.266,0.622,6.682e-4
142.386,126.93,126.93,-5.219,5.219,0.001,0.001,1000.799,0.966,1000.799,89.945,3.561e-4,1.764e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.175,998.363,0.001,339.889,0.015,9.762e5,0.157,192.898,0.266,0.622,6.682e-4
142.652,125.54,125.54,-5.218,5.218,0.001,0.001,1000.799,0.966,1000.799,89.945,3.561e-4,1.763e-7,28.61,-80.59,NaN,NaN,NaN,NaN,0.006,89.899,17.82,3.332,7.887,0.074,9.792,0,1.638,-10.454,0,0,174.513,548.878,0,548.878,0,548.878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.184,998.526,0.001,339.894,0.015,9.763e5,0.157,192.898,0.266,0.623,6.681e-4
